formA	classA	formB	classB	shift
mhg:4_1_8_9_7_11_0_5_3_2_6_10	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_6_10_4_1_8_9_7_11_0_5_3	mhg:2_7_11_8_2_11_5_3_6_8_8	9
mhg:0_9_4_5_3_7_8_1_11_10_2_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:4_5_3_7_8_1_11_10_2_6_0_9	mhg:1_10_4_1_5_10_11_4_4_6_9	2
mhg:0_9_4_5_3_7_8_1_11_10_2_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_8_1_11_10_2_6_0_9_4_5_3	mhg:1_5_10_11_4_4_6_9_7_1_10	5
mhg:0_9_4_5_3_7_8_1_11_10_2_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_7_8_1_11_10_2_6_0_9_4_5	mhg:1_7_9_6_4_4_11_10_5_1_4	4
mhg:0_9_4_5_3_7_8_1_11_10_2_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_0_9_4_5_3_7_8_1_11_10_2	mhg:4_11_10_5_1_4_10_1_7_9_6	11
mhg:0_9_4_5_3_7_8_1_11_10_2_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:9_4_5_3_7_8_1_11_10_2_6_0	mhg:5_11_2_8_11_7_2_1_8_8_6	1
mhg:0_9_4_5_3_7_8_1_11_10_2_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:5_3_7_8_1_11_10_2_6_0_9_4	mhg:2_8_11_7_2_1_8_8_6_3_5	3
mhg:0_9_4_5_3_7_8_1_11_10_2_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:1_11_10_2_6_0_9_4_5_3_7_8	mhg:1_4_10_1_7_9_6_4_4_11_10	7
mhg:0_9_4_5_3_7_8_1_11_10_2_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:11_10_2_6_0_9_4_5_3_7_8_1	mhg:1_8_8_6_3_5_11_2_8_11_7	8
mhg:0_9_4_5_3_7_8_1_11_10_2_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_6_0_9_4_5_3_7_8_1_11_10	mhg:1_2_7_11_8_2_11_5_3_6_8	10
mhg:0_9_4_5_3_7_8_1_11_10_2_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:10_2_6_0_9_4_5_3_7_8_1_11	mhg:2_7_11_8_2_11_5_3_6_8_8	9
mhg:11_2_7_6_8_4_3_10_0_1_9_5	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_6_8_4_3_10_0_1_9_5_11_2	mhg:1_10_4_1_5_10_11_4_4_6_9	2
mhg:11_2_7_6_8_4_3_10_0_1_9_5	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:4_3_10_0_1_9_5_11_2_7_6_8	mhg:1_5_10_11_4_4_6_9_7_1_10	5
mhg:11_2_7_6_8_4_3_10_0_1_9_5	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_4_3_10_0_1_9_5_11_2_7_6	mhg:1_7_9_6_4_4_11_10_5_1_4	4
mhg:11_2_7_6_8_4_3_10_0_1_9_5	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:5_11_2_7_6_8_4_3_10_0_1_9	mhg:4_11_10_5_1_4_10_1_7_9_6	11
mhg:11_2_7_6_8_4_3_10_0_1_9_5	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_7_6_8_4_3_10_0_1_9_5_11	mhg:5_11_2_8_11_7_2_1_8_8_6	1
mhg:11_2_7_6_8_4_3_10_0_1_9_5	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_8_4_3_10_0_1_9_5_11_2_7	mhg:2_8_11_7_2_1_8_8_6_3_5	3
mhg:11_2_7_6_8_4_3_10_0_1_9_5	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:10_0_1_9_5_11_2_7_6_8_4_3	mhg:1_4_10_1_7_9_6_4_4_11_10	7
mhg:11_2_7_6_8_4_3_10_0_1_9_5	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:0_1_9_5_11_2_7_6_8_4_3_10	mhg:1_8_8_6_3_5_11_2_8_11_7	8
mhg:11_2_7_6_8_4_3_10_0_1_9_5	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:9_5_11_2_7_6_8_4_3_10_0_1	mhg:1_2_7_11_8_2_11_5_3_6_8	10
mhg:11_2_7_6_8_4_3_10_0_1_9_5	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:1_9_5_11_2_7_6_8_4_3_10_0	mhg:2_7_11_8_2_11_5_3_6_8_8	9
mhg:1_10_5_6_4_8_9_2_0_11_3_7	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:5_6_4_8_9_2_0_11_3_7_1_10	mhg:1_10_4_1_5_10_11_4_4_6_9	2
mhg:1_10_5_6_4_8_9_2_0_11_3_7	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_9_2_0_11_3_7_1_10_5_6_4	mhg:1_5_10_11_4_4_6_9_7_1_10	5
mhg:1_10_5_6_4_8_9_2_0_11_3_7	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:4_8_9_2_0_11_3_7_1_10_5_6	mhg:1_7_9_6_4_4_11_10_5_1_4	4
mhg:1_10_5_6_4_8_9_2_0_11_3_7	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_1_10_5_6_4_8_9_2_0_11_3	mhg:4_11_10_5_1_4_10_1_7_9_6	11
mhg:1_10_5_6_4_8_9_2_0_11_3_7	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:10_5_6_4_8_9_2_0_11_3_7_1	mhg:5_11_2_8_11_7_2_1_8_8_6	1
mhg:1_10_5_6_4_8_9_2_0_11_3_7	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_4_8_9_2_0_11_3_7_1_10_5	mhg:2_8_11_7_2_1_8_8_6_3_5	3
mhg:1_10_5_6_4_8_9_2_0_11_3_7	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_0_11_3_7_1_10_5_6_4_8_9	mhg:1_4_10_1_7_9_6_4_4_11_10	7
mhg:1_10_5_6_4_8_9_2_0_11_3_7	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:0_11_3_7_1_10_5_6_4_8_9_2	mhg:1_8_8_6_3_5_11_2_8_11_7	8
mhg:1_10_5_6_4_8_9_2_0_11_3_7	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_7_1_10_5_6_4_8_9_2_0_11	mhg:1_2_7_11_8_2_11_5_3_6_8	10
mhg:1_10_5_6_4_8_9_2_0_11_3_7	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:11_3_7_1_10_5_6_4_8_9_2_0	mhg:2_7_11_8_2_11_5_3_6_8_8	9
mhg:9_0_5_4_6_2_1_8_10_11_7_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:5_4_6_2_1_8_10_11_7_3_9_0	mhg:1_10_4_1_5_10_11_4_4_6_9	2
mhg:9_0_5_4_6_2_1_8_10_11_7_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_1_8_10_11_7_3_9_0_5_4_6	mhg:1_5_10_11_4_4_6_9_7_1_10	5
mhg:9_0_5_4_6_2_1_8_10_11_7_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_2_1_8_10_11_7_3_9_0_5_4	mhg:1_7_9_6_4_4_11_10_5_1_4	4
mhg:9_0_5_4_6_2_1_8_10_11_7_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_9_0_5_4_6_2_1_8_10_11_7	mhg:4_11_10_5_1_4_10_1_7_9_6	11
mhg:9_0_5_4_6_2_1_8_10_11_7_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:0_5_4_6_2_1_8_10_11_7_3_9	mhg:5_11_2_8_11_7_2_1_8_8_6	1
mhg:9_0_5_4_6_2_1_8_10_11_7_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:4_6_2_1_8_10_11_7_3_9_0_5	mhg:2_8_11_7_2_1_8_8_6_3_5	3
mhg:9_0_5_4_6_2_1_8_10_11_7_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_10_11_7_3_9_0_5_4_6_2_1	mhg:1_4_10_1_7_9_6_4_4_11_10	7
mhg:9_0_5_4_6_2_1_8_10_11_7_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:10_11_7_3_9_0_5_4_6_2_1_8	mhg:1_8_8_6_3_5_11_2_8_11_7	8
mhg:9_0_5_4_6_2_1_8_10_11_7_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_3_9_0_5_4_6_2_1_8_10_11	mhg:1_2_7_11_8_2_11_5_3_6_8	10
mhg:9_0_5_4_6_2_1_8_10_11_7_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:11_7_3_9_0_5_4_6_2_1_8_10	mhg:2_7_11_8_2_11_5_3_6_8_8	9
mhg:5_8_1_0_2_10_9_4_6_7_3_11	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:1_0_2_10_9_4_6_7_3_11_5_8	mhg:1_10_4_1_5_10_11_4_4_6_9	2
mhg:5_8_1_0_2_10_9_4_6_7_3_11	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:10_9_4_6_7_3_11_5_8_1_0_2	mhg:1_5_10_11_4_4_6_9_7_1_10	5
mhg:5_8_1_0_2_10_9_4_6_7_3_11	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_10_9_4_6_7_3_11_5_8_1_0	mhg:1_7_9_6_4_4_11_10_5_1_4	4
mhg:5_8_1_0_2_10_9_4_6_7_3_11	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:11_5_8_1_0_2_10_9_4_6_7_3	mhg:4_11_10_5_1_4_10_1_7_9_6	11
mhg:5_8_1_0_2_10_9_4_6_7_3_11	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_1_0_2_10_9_4_6_7_3_11_5	mhg:5_11_2_8_11_7_2_1_8_8_6	1
mhg:5_8_1_0_2_10_9_4_6_7_3_11	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:0_2_10_9_4_6_7_3_11_5_8_1	mhg:2_8_11_7_2_1_8_8_6_3_5	3
mhg:5_8_1_0_2_10_9_4_6_7_3_11	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:4_6_7_3_11_5_8_1_0_2_10_9	mhg:1_4_10_1_7_9_6_4_4_11_10	7
mhg:5_8_1_0_2_10_9_4_6_7_3_11	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_7_3_11_5_8_1_0_2_10_9_4	mhg:1_8_8_6_3_5_11_2_8_11_7	8
mhg:5_8_1_0_2_10_9_4_6_7_3_11	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_11_5_8_1_0_2_10_9_4_6_7	mhg:1_2_7_11_8_2_11_5_3_6_8	10
mhg:5_8_1_0_2_10_9_4_6_7_3_11	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_3_11_5_8_1_0_2_10_9_4_6	mhg:2_7_11_8_2_11_5_3_6_8_8	9
mhg:10_6_2_3_5_0_11_7_9_8_1_4	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:1_4_10_6_2_3_5_0_11_7_9_8	mhg:1_10_4_1_5_10_11_4_4_6_9	10
mhg:10_6_2_3_5_0_11_7_9_8_1_4	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_9_8_1_4_10_6_2_3_5_0_11	mhg:1_5_10_11_4_4_6_9_7_1_10	7
mhg:10_6_2_3_5_0_11_7_9_8_1_4	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:9_8_1_4_10_6_2_3_5_0_11_7	mhg:1_7_9_6_4_4_11_10_5_1_4	8
mhg:10_6_2_3_5_0_11_7_9_8_1_4	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_2_3_5_0_11_7_9_8_1_4_10	mhg:4_11_10_5_1_4_10_1_7_9_6	1
mhg:10_6_2_3_5_0_11_7_9_8_1_4	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:4_10_6_2_3_5_0_11_7_9_8_1	mhg:5_11_2_8_11_7_2_1_8_8_6	11
mhg:10_6_2_3_5_0_11_7_9_8_1_4	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_1_4_10_6_2_3_5_0_11_7_9	mhg:2_8_11_7_2_1_8_8_6_3_5	9
mhg:10_6_2_3_5_0_11_7_9_8_1_4	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:0_11_7_9_8_1_4_10_6_2_3_5	mhg:1_4_10_1_7_9_6_4_4_11_10	5
mhg:10_6_2_3_5_0_11_7_9_8_1_4	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:5_0_11_7_9_8_1_4_10_6_2_3	mhg:1_8_8_6_3_5_11_2_8_11_7	4
mhg:10_6_2_3_5_0_11_7_9_8_1_4	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_3_5_0_11_7_9_8_1_4_10_6	mhg:1_2_7_11_8_2_11_5_3_6_8	2
mhg:10_6_2_3_5_0_11_7_9_8_1_4	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_5_0_11_7_9_8_1_4_10_6_2	mhg:2_7_11_8_2_11_5_3_6_8_8	3
mhg:9_6_1_2_0_4_5_10_8_7_11_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:1_2_0_4_5_10_8_7_11_3_9_6	mhg:1_10_4_1_5_10_11_4_4_6_9	2
mhg:9_6_1_2_0_4_5_10_8_7_11_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:4_5_10_8_7_11_3_9_6_1_2_0	mhg:1_5_10_11_4_4_6_9_7_1_10	5
mhg:9_6_1_2_0_4_5_10_8_7_11_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:0_4_5_10_8_7_11_3_9_6_1_2	mhg:1_7_9_6_4_4_11_10_5_1_4	4
mhg:9_6_1_2_0_4_5_10_8_7_11_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_9_6_1_2_0_4_5_10_8_7_11	mhg:4_11_10_5_1_4_10_1_7_9_6	11
mhg:9_6_1_2_0_4_5_10_8_7_11_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_1_2_0_4_5_10_8_7_11_3_9	mhg:5_11_2_8_11_7_2_1_8_8_6	1
mhg:9_6_1_2_0_4_5_10_8_7_11_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_0_4_5_10_8_7_11_3_9_6_1	mhg:2_8_11_7_2_1_8_8_6_3_5	3
mhg:9_6_1_2_0_4_5_10_8_7_11_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:10_8_7_11_3_9_6_1_2_0_4_5	mhg:1_4_10_1_7_9_6_4_4_11_10	7
mhg:9_6_1_2_0_4_5_10_8_7_11_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_7_11_3_9_6_1_2_0_4_5_10	mhg:1_8_8_6_3_5_11_2_8_11_7	8
mhg:9_6_1_2_0_4_5_10_8_7_11_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:11_3_9_6_1_2_0_4_5_10_8_7	mhg:1_2_7_11_8_2_11_5_3_6_8	10
mhg:9_6_1_2_0_4_5_10_8_7_11_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_11_3_9_6_1_2_0_4_5_10_8	mhg:2_7_11_8_2_11_5_3_6_8_8	9
mhg:6_10_2_1_11_4_5_9_7_8_3_0	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_0_6_10_2_1_11_4_5_9_7_8	mhg:1_10_4_1_5_10_11_4_4_6_9	10
mhg:6_10_2_1_11_4_5_9_7_8_3_0	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:9_7_8_3_0_6_10_2_1_11_4_5	mhg:1_5_10_11_4_4_6_9_7_1_10	7
mhg:6_10_2_1_11_4_5_9_7_8_3_0	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_8_3_0_6_10_2_1_11_4_5_9	mhg:1_7_9_6_4_4_11_10_5_1_4	8
mhg:6_10_2_1_11_4_5_9_7_8_3_0	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:10_2_1_11_4_5_9_7_8_3_0_6	mhg:4_11_10_5_1_4_10_1_7_9_6	1
mhg:6_10_2_1_11_4_5_9_7_8_3_0	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:0_6_10_2_1_11_4_5_9_7_8_3	mhg:5_11_2_8_11_7_2_1_8_8_6	11
mhg:6_10_2_1_11_4_5_9_7_8_3_0	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_3_0_6_10_2_1_11_4_5_9_7	mhg:2_8_11_7_2_1_8_8_6_3_5	9
mhg:6_10_2_1_11_4_5_9_7_8_3_0	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:4_5_9_7_8_3_0_6_10_2_1_11	mhg:1_4_10_1_7_9_6_4_4_11_10	5
mhg:6_10_2_1_11_4_5_9_7_8_3_0	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:11_4_5_9_7_8_3_0_6_10_2_1	mhg:1_8_8_6_3_5_11_2_8_11_7	4
mhg:6_10_2_1_11_4_5_9_7_8_3_0	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_1_11_4_5_9_7_8_3_0_6_10	mhg:1_2_7_11_8_2_11_5_3_6_8	2
mhg:6_10_2_1_11_4_5_9_7_8_3_0	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:1_11_4_5_9_7_8_3_0_6_10_2	mhg:2_7_11_8_2_11_5_3_6_8_8	3
mhg:4_0_8_9_11_6_5_1_3_2_7_10	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_10_4_0_8_9_11_6_5_1_3_2	mhg:1_10_4_1_5_10_11_4_4_6_9	10
mhg:4_0_8_9_11_6_5_1_3_2_7_10	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:1_3_2_7_10_4_0_8_9_11_6_5	mhg:1_5_10_11_4_4_6_9_7_1_10	7
mhg:4_0_8_9_11_6_5_1_3_2_7_10	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_2_7_10_4_0_8_9_11_6_5_1	mhg:1_7_9_6_4_4_11_10_5_1_4	8
mhg:4_0_8_9_11_6_5_1_3_2_7_10	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:0_8_9_11_6_5_1_3_2_7_10_4	mhg:4_11_10_5_1_4_10_1_7_9_6	1
mhg:4_0_8_9_11_6_5_1_3_2_7_10	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:10_4_0_8_9_11_6_5_1_3_2_7	mhg:5_11_2_8_11_7_2_1_8_8_6	11
mhg:4_0_8_9_11_6_5_1_3_2_7_10	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_7_10_4_0_8_9_11_6_5_1_3	mhg:2_8_11_7_2_1_8_8_6_3_5	9
mhg:4_0_8_9_11_6_5_1_3_2_7_10	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_5_1_3_2_7_10_4_0_8_9_11	mhg:1_4_10_1_7_9_6_4_4_11_10	5
mhg:4_0_8_9_11_6_5_1_3_2_7_10	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:11_6_5_1_3_2_7_10_4_0_8_9	mhg:1_8_8_6_3_5_11_2_8_11_7	4
mhg:4_0_8_9_11_6_5_1_3_2_7_10	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_9_11_6_5_1_3_2_7_10_4_0	mhg:1_2_7_11_8_2_11_5_3_6_8	2
mhg:4_0_8_9_11_6_5_1_3_2_7_10	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:9_11_6_5_1_3_2_7_10_4_0_8	mhg:2_7_11_8_2_11_5_3_6_8_8	3
mhg:0_3_8_7_9_5_4_11_1_2_10_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_7_9_5_4_11_1_2_10_6_0_3	mhg:1_10_4_1_5_10_11_4_4_6_9	2
mhg:0_3_8_7_9_5_4_11_1_2_10_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:5_4_11_1_2_10_6_0_3_8_7_9	mhg:1_5_10_11_4_4_6_9_7_1_10	5
mhg:0_3_8_7_9_5_4_11_1_2_10_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:9_5_4_11_1_2_10_6_0_3_8_7	mhg:1_7_9_6_4_4_11_10_5_1_4	4
mhg:0_3_8_7_9_5_4_11_1_2_10_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_0_3_8_7_9_5_4_11_1_2_10	mhg:4_11_10_5_1_4_10_1_7_9_6	11
mhg:0_3_8_7_9_5_4_11_1_2_10_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_8_7_9_5_4_11_1_2_10_6_0	mhg:5_11_2_8_11_7_2_1_8_8_6	1
mhg:0_3_8_7_9_5_4_11_1_2_10_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_9_5_4_11_1_2_10_6_0_3_8	mhg:2_8_11_7_2_1_8_8_6_3_5	3
mhg:0_3_8_7_9_5_4_11_1_2_10_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:11_1_2_10_6_0_3_8_7_9_5_4	mhg:1_4_10_1_7_9_6_4_4_11_10	7
mhg:0_3_8_7_9_5_4_11_1_2_10_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:1_2_10_6_0_3_8_7_9_5_4_11	mhg:1_8_8_6_3_5_11_2_8_11_7	8
mhg:0_3_8_7_9_5_4_11_1_2_10_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:10_6_0_3_8_7_9_5_4_11_1_2	mhg:1_2_7_11_8_2_11_5_3_6_8	10
mhg:0_3_8_7_9_5_4_11_1_2_10_6	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_10_6_0_3_8_7_9_5_4_11_1	mhg:2_7_11_8_2_11_5_3_6_8_8	9
mhg:2_6_10_9_7_0_1_5_3_4_11_8	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:11_8_2_6_10_9_7_0_1_5_3_4	mhg:1_10_4_1_5_10_11_4_4_6_9	10
mhg:2_6_10_9_7_0_1_5_3_4_11_8	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:5_3_4_11_8_2_6_10_9_7_0_1	mhg:1_5_10_11_4_4_6_9_7_1_10	7
mhg:2_6_10_9_7_0_1_5_3_4_11_8	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_4_11_8_2_6_10_9_7_0_1_5	mhg:1_7_9_6_4_4_11_10_5_1_4	8
mhg:2_6_10_9_7_0_1_5_3_4_11_8	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_10_9_7_0_1_5_3_4_11_8_2	mhg:4_11_10_5_1_4_10_1_7_9_6	1
mhg:2_6_10_9_7_0_1_5_3_4_11_8	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_2_6_10_9_7_0_1_5_3_4_11	mhg:5_11_2_8_11_7_2_1_8_8_6	11
mhg:2_6_10_9_7_0_1_5_3_4_11_8	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:4_11_8_2_6_10_9_7_0_1_5_3	mhg:2_8_11_7_2_1_8_8_6_3_5	9
mhg:2_6_10_9_7_0_1_5_3_4_11_8	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:0_1_5_3_4_11_8_2_6_10_9_7	mhg:1_4_10_1_7_9_6_4_4_11_10	5
mhg:2_6_10_9_7_0_1_5_3_4_11_8	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_0_1_5_3_4_11_8_2_6_10_9	mhg:1_8_8_6_3_5_11_2_8_11_7	4
mhg:2_6_10_9_7_0_1_5_3_4_11_8	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:10_9_7_0_1_5_3_4_11_8_2_6	mhg:1_2_7_11_8_2_11_5_3_6_8	2
mhg:2_6_10_9_7_0_1_5_3_4_11_8	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:9_7_0_1_5_3_4_11_8_2_6_10	mhg:2_7_11_8_2_11_5_3_6_8_8	3
mhg:7_10_3_2_4_0_11_6_8_9_5_1	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_2_4_0_11_6_8_9_5_1_7_10	mhg:1_10_4_1_5_10_11_4_4_6_9	2
mhg:7_10_3_2_4_0_11_6_8_9_5_1	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:0_11_6_8_9_5_1_7_10_3_2_4	mhg:1_5_10_11_4_4_6_9_7_1_10	5
mhg:7_10_3_2_4_0_11_6_8_9_5_1	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:4_0_11_6_8_9_5_1_7_10_3_2	mhg:1_7_9_6_4_4_11_10_5_1_4	4
mhg:7_10_3_2_4_0_11_6_8_9_5_1	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:1_7_10_3_2_4_0_11_6_8_9_5	mhg:4_11_10_5_1_4_10_1_7_9_6	11
mhg:7_10_3_2_4_0_11_6_8_9_5_1	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:10_3_2_4_0_11_6_8_9_5_1_7	mhg:5_11_2_8_11_7_2_1_8_8_6	1
mhg:7_10_3_2_4_0_11_6_8_9_5_1	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:2_4_0_11_6_8_9_5_1_7_10_3	mhg:2_8_11_7_2_1_8_8_6_3_5	3
mhg:7_10_3_2_4_0_11_6_8_9_5_1	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_8_9_5_1_7_10_3_2_4_0_11	mhg:1_4_10_1_7_9_6_4_4_11_10	7
mhg:7_10_3_2_4_0_11_6_8_9_5_1	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_9_5_1_7_10_3_2_4_0_11_6	mhg:1_8_8_6_3_5_11_2_8_11_7	8
mhg:7_10_3_2_4_0_11_6_8_9_5_1	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:5_1_7_10_3_2_4_0_11_6_8_9	mhg:1_2_7_11_8_2_11_5_3_6_8	10
mhg:7_10_3_2_4_0_11_6_8_9_5_1	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:9_5_1_7_10_3_2_4_0_11_6_8	mhg:2_7_11_8_2_11_5_3_6_8_8	9
mhg:9_5_1_2_4_11_10_6_8_7_0_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:0_3_9_5_1_2_4_11_10_6_8_7	mhg:1_10_4_1_5_10_11_4_4_6_9	10
mhg:9_5_1_2_4_11_10_6_8_7_0_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:6_8_7_0_3_9_5_1_2_4_11_10	mhg:1_5_10_11_4_4_6_9_7_1_10	7
mhg:9_5_1_2_4_11_10_6_8_7_0_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:8_7_0_3_9_5_1_2_4_11_10_6	mhg:1_7_9_6_4_4_11_10_5_1_4	8
mhg:9_5_1_2_4_11_10_6_8_7_0_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:5_1_2_4_11_10_6_8_7_0_3_9	mhg:4_11_10_5_1_4_10_1_7_9_6	1
mhg:9_5_1_2_4_11_10_6_8_7_0_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:3_9_5_1_2_4_11_10_6_8_7_0	mhg:5_11_2_8_11_7_2_1_8_8_6	11
mhg:9_5_1_2_4_11_10_6_8_7_0_3	mhg:3_5_11_2_8_11_7_2_1_8_8	mhg:7_0_3_9_5_1_2_4_11_10_6_8	mhg:2_8_11_7_2_1_8_8_6_3_5	9
