formA	classA	formB	classB	shift
mhg:2_8_5_0_1_11_3_4_9_7_6_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:10_2_8_5_0_1_11_3_4_9_7_6	mhg:1_2_7_11_8_2_11_5_3_6_8	11
mhg:2_8_5_0_1_11_3_4_9_7_6_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:6_10_2_8_5_0_1_11_3_4_9_7	mhg:2_7_11_8_2_11_5_3_6_8_8	10
mhg:11_5_8_1_0_2_10_9_4_6_7_3	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:8_1_0_2_10_9_4_6_7_3_11_5	mhg:5_11_2_8_11_7_2_1_8_8_6	2
mhg:11_5_8_1_0_2_10_9_4_6_7_3	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:0_2_10_9_4_6_7_3_11_5_8_1	mhg:2_8_11_7_2_1_8_8_6_3_5	4
mhg:11_5_8_1_0_2_10_9_4_6_7_3	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:4_6_7_3_11_5_8_1_0_2_10_9	mhg:1_4_10_1_7_9_6_4_4_11_10	8
mhg:11_5_8_1_0_2_10_9_4_6_7_3	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:6_7_3_11_5_8_1_0_2_10_9_4	mhg:1_8_8_6_3_5_11_2_8_11_7	9
mhg:11_5_8_1_0_2_10_9_4_6_7_3	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:3_11_5_8_1_0_2_10_9_4_6_7	mhg:1_2_7_11_8_2_11_5_3_6_8	11
mhg:11_5_8_1_0_2_10_9_4_6_7_3	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:7_3_11_5_8_1_0_2_10_9_4_6	mhg:2_7_11_8_2_11_5_3_6_8_8	10
mhg:4_0_1_3_10_9_5_7_6_11_2_8	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_8_4_0_1_3_10_9_5_7_6_11	mhg:5_11_2_8_11_7_2_1_8_8_6	10
mhg:4_0_1_3_10_9_5_7_6_11_2_8	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:6_11_2_8_4_0_1_3_10_9_5_7	mhg:2_8_11_7_2_1_8_8_6_3_5	8
mhg:4_0_1_3_10_9_5_7_6_11_2_8	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:10_9_5_7_6_11_2_8_4_0_1_3	mhg:1_4_10_1_7_9_6_4_4_11_10	4
mhg:4_0_1_3_10_9_5_7_6_11_2_8	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:3_10_9_5_7_6_11_2_8_4_0_1	mhg:1_8_8_6_3_5_11_2_8_11_7	3
mhg:4_0_1_3_10_9_5_7_6_11_2_8	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:0_1_3_10_9_5_7_6_11_2_8_4	mhg:1_2_7_11_8_2_11_5_3_6_8	1
mhg:4_0_1_3_10_9_5_7_6_11_2_8	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:1_3_10_9_5_7_6_11_2_8_4_0	mhg:2_7_11_8_2_11_5_3_6_8_8	2
mhg:3_9_0_5_4_6_2_1_8_10_11_7	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:0_5_4_6_2_1_8_10_11_7_3_9	mhg:5_11_2_8_11_7_2_1_8_8_6	2
mhg:3_9_0_5_4_6_2_1_8_10_11_7	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:4_6_2_1_8_10_11_7_3_9_0_5	mhg:2_8_11_7_2_1_8_8_6_3_5	4
mhg:3_9_0_5_4_6_2_1_8_10_11_7	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:8_10_11_7_3_9_0_5_4_6_2_1	mhg:1_4_10_1_7_9_6_4_4_11_10	8
mhg:3_9_0_5_4_6_2_1_8_10_11_7	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:10_11_7_3_9_0_5_4_6_2_1_8	mhg:1_8_8_6_3_5_11_2_8_11_7	9
mhg:3_9_0_5_4_6_2_1_8_10_11_7	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:7_3_9_0_5_4_6_2_1_8_10_11	mhg:1_2_7_11_8_2_11_5_3_6_8	11
mhg:3_9_0_5_4_6_2_1_8_10_11_7	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:11_7_3_9_0_5_4_6_2_1_8_10	mhg:2_7_11_8_2_11_5_3_6_8_8	10
mhg:10_4_1_8_9_7_11_0_5_3_2_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:1_8_9_7_11_0_5_3_2_6_10_4	mhg:5_11_2_8_11_7_2_1_8_8_6	2
mhg:10_4_1_8_9_7_11_0_5_3_2_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:9_7_11_0_5_3_2_6_10_4_1_8	mhg:2_8_11_7_2_1_8_8_6_3_5	4
mhg:10_4_1_8_9_7_11_0_5_3_2_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:5_3_2_6_10_4_1_8_9_7_11_0	mhg:1_4_10_1_7_9_6_4_4_11_10	8
mhg:10_4_1_8_9_7_11_0_5_3_2_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:3_2_6_10_4_1_8_9_7_11_0_5	mhg:1_8_8_6_3_5_11_2_8_11_7	9
mhg:10_4_1_8_9_7_11_0_5_3_2_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:6_10_4_1_8_9_7_11_0_5_3_2	mhg:1_2_7_11_8_2_11_5_3_6_8	11
mhg:10_4_1_8_9_7_11_0_5_3_2_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_6_10_4_1_8_9_7_11_0_5_3	mhg:2_7_11_8_2_11_5_3_6_8_8	10
mhg:9_3_0_7_8_6_10_11_4_2_1_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:0_7_8_6_10_11_4_2_1_5_9_3	mhg:5_11_2_8_11_7_2_1_8_8_6	2
mhg:9_3_0_7_8_6_10_11_4_2_1_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:8_6_10_11_4_2_1_5_9_3_0_7	mhg:2_8_11_7_2_1_8_8_6_3_5	4
mhg:9_3_0_7_8_6_10_11_4_2_1_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:4_2_1_5_9_3_0_7_8_6_10_11	mhg:1_4_10_1_7_9_6_4_4_11_10	8
mhg:9_3_0_7_8_6_10_11_4_2_1_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_1_5_9_3_0_7_8_6_10_11_4	mhg:1_8_8_6_3_5_11_2_8_11_7	9
mhg:9_3_0_7_8_6_10_11_4_2_1_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:5_9_3_0_7_8_6_10_11_4_2_1	mhg:1_2_7_11_8_2_11_5_3_6_8	11
mhg:9_3_0_7_8_6_10_11_4_2_1_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:1_5_9_3_0_7_8_6_10_11_4_2	mhg:2_7_11_8_2_11_5_3_6_8_8	10
mhg:1_7_10_3_2_4_0_11_6_8_9_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:10_3_2_4_0_11_6_8_9_5_1_7	mhg:5_11_2_8_11_7_2_1_8_8_6	2
mhg:1_7_10_3_2_4_0_11_6_8_9_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_4_0_11_6_8_9_5_1_7_10_3	mhg:2_8_11_7_2_1_8_8_6_3_5	4
mhg:1_7_10_3_2_4_0_11_6_8_9_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:6_8_9_5_1_7_10_3_2_4_0_11	mhg:1_4_10_1_7_9_6_4_4_11_10	8
mhg:1_7_10_3_2_4_0_11_6_8_9_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:8_9_5_1_7_10_3_2_4_0_11_6	mhg:1_8_8_6_3_5_11_2_8_11_7	9
mhg:1_7_10_3_2_4_0_11_6_8_9_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:5_1_7_10_3_2_4_0_11_6_8_9	mhg:1_2_7_11_8_2_11_5_3_6_8	11
mhg:1_7_10_3_2_4_0_11_6_8_9_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:9_5_1_7_10_3_2_4_0_11_6_8	mhg:2_7_11_8_2_11_5_3_6_8_8	10
mhg:5_11_8_3_4_2_6_7_0_10_9_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:8_3_4_2_6_7_0_10_9_1_5_11	mhg:5_11_2_8_11_7_2_1_8_8_6	2
mhg:5_11_8_3_4_2_6_7_0_10_9_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:4_2_6_7_0_10_9_1_5_11_8_3	mhg:2_8_11_7_2_1_8_8_6_3_5	4
mhg:5_11_8_3_4_2_6_7_0_10_9_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:0_10_9_1_5_11_8_3_4_2_6_7	mhg:1_4_10_1_7_9_6_4_4_11_10	8
mhg:5_11_8_3_4_2_6_7_0_10_9_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:10_9_1_5_11_8_3_4_2_6_7_0	mhg:1_8_8_6_3_5_11_2_8_11_7	9
mhg:5_11_8_3_4_2_6_7_0_10_9_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:1_5_11_8_3_4_2_6_7_0_10_9	mhg:1_2_7_11_8_2_11_5_3_6_8	11
mhg:5_11_8_3_4_2_6_7_0_10_9_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:9_1_5_11_8_3_4_2_6_7_0_10	mhg:2_7_11_8_2_11_5_3_6_8_8	10
mhg:5_9_8_6_11_0_4_2_3_10_7_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:7_1_5_9_8_6_11_0_4_2_3_10	mhg:5_11_2_8_11_7_2_1_8_8_6	10
mhg:5_9_8_6_11_0_4_2_3_10_7_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:3_10_7_1_5_9_8_6_11_0_4_2	mhg:2_8_11_7_2_1_8_8_6_3_5	8
mhg:5_9_8_6_11_0_4_2_3_10_7_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:11_0_4_2_3_10_7_1_5_9_8_6	mhg:1_4_10_1_7_9_6_4_4_11_10	4
mhg:5_9_8_6_11_0_4_2_3_10_7_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:6_11_0_4_2_3_10_7_1_5_9_8	mhg:1_8_8_6_3_5_11_2_8_11_7	3
mhg:5_9_8_6_11_0_4_2_3_10_7_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:9_8_6_11_0_4_2_3_10_7_1_5	mhg:1_2_7_11_8_2_11_5_3_6_8	1
mhg:5_9_8_6_11_0_4_2_3_10_7_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:8_6_11_0_4_2_3_10_7_1_5_9	mhg:2_7_11_8_2_11_5_3_6_8_8	2
mhg:6_0_3_8_7_9_5_4_11_1_2_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:3_8_7_9_5_4_11_1_2_10_6_0	mhg:5_11_2_8_11_7_2_1_8_8_6	2
mhg:6_0_3_8_7_9_5_4_11_1_2_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:7_9_5_4_11_1_2_10_6_0_3_8	mhg:2_8_11_7_2_1_8_8_6_3_5	4
mhg:6_0_3_8_7_9_5_4_11_1_2_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:11_1_2_10_6_0_3_8_7_9_5_4	mhg:1_4_10_1_7_9_6_4_4_11_10	8
mhg:6_0_3_8_7_9_5_4_11_1_2_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:1_2_10_6_0_3_8_7_9_5_4_11	mhg:1_8_8_6_3_5_11_2_8_11_7	9
mhg:6_0_3_8_7_9_5_4_11_1_2_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:10_6_0_3_8_7_9_5_4_11_1_2	mhg:1_2_7_11_8_2_11_5_3_6_8	11
mhg:6_0_3_8_7_9_5_4_11_1_2_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_10_6_0_3_8_7_9_5_4_11_1	mhg:2_7_11_8_2_11_5_3_6_8_8	10
mhg:8_2_11_6_7_5_9_10_3_1_0_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:11_6_7_5_9_10_3_1_0_4_8_2	mhg:5_11_2_8_11_7_2_1_8_8_6	2
mhg:8_2_11_6_7_5_9_10_3_1_0_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:7_5_9_10_3_1_0_4_8_2_11_6	mhg:2_8_11_7_2_1_8_8_6_3_5	4
mhg:8_2_11_6_7_5_9_10_3_1_0_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:3_1_0_4_8_2_11_6_7_5_9_10	mhg:1_4_10_1_7_9_6_4_4_11_10	8
mhg:8_2_11_6_7_5_9_10_3_1_0_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:1_0_4_8_2_11_6_7_5_9_10_3	mhg:1_8_8_6_3_5_11_2_8_11_7	9
mhg:8_2_11_6_7_5_9_10_3_1_0_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:4_8_2_11_6_7_5_9_10_3_1_0	mhg:1_2_7_11_8_2_11_5_3_6_8	11
mhg:8_2_11_6_7_5_9_10_3_1_0_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:0_4_8_2_11_6_7_5_9_10_3_1	mhg:2_7_11_8_2_11_5_3_6_8_8	10
mhg:9_3_6_11_10_0_8_7_2_4_5_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:6_11_10_0_8_7_2_4_5_1_9_3	mhg:5_11_2_8_11_7_2_1_8_8_6	2
mhg:9_3_6_11_10_0_8_7_2_4_5_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:10_0_8_7_2_4_5_1_9_3_6_11	mhg:2_8_11_7_2_1_8_8_6_3_5	4
mhg:9_3_6_11_10_0_8_7_2_4_5_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_4_5_1_9_3_6_11_10_0_8_7	mhg:1_4_10_1_7_9_6_4_4_11_10	8
mhg:9_3_6_11_10_0_8_7_2_4_5_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:4_5_1_9_3_6_11_10_0_8_7_2	mhg:1_8_8_6_3_5_11_2_8_11_7	9
mhg:9_3_6_11_10_0_8_7_2_4_5_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:1_9_3_6_11_10_0_8_7_2_4_5	mhg:1_2_7_11_8_2_11_5_3_6_8	11
mhg:9_3_6_11_10_0_8_7_2_4_5_1	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:5_1_9_3_6_11_10_0_8_7_2_4	mhg:2_7_11_8_2_11_5_3_6_8_8	10
mhg:1_9_10_0_7_6_2_4_3_8_11_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:11_5_1_9_10_0_7_6_2_4_3_8	mhg:5_11_2_8_11_7_2_1_8_8_6	10
mhg:1_9_10_0_7_6_2_4_3_8_11_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:3_8_11_5_1_9_10_0_7_6_2_4	mhg:2_8_11_7_2_1_8_8_6_3_5	8
mhg:1_9_10_0_7_6_2_4_3_8_11_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:7_6_2_4_3_8_11_5_1_9_10_0	mhg:1_4_10_1_7_9_6_4_4_11_10	4
mhg:1_9_10_0_7_6_2_4_3_8_11_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:0_7_6_2_4_3_8_11_5_1_9_10	mhg:1_8_8_6_3_5_11_2_8_11_7	3
mhg:1_9_10_0_7_6_2_4_3_8_11_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:9_10_0_7_6_2_4_3_8_11_5_1	mhg:1_2_7_11_8_2_11_5_3_6_8	1
mhg:1_9_10_0_7_6_2_4_3_8_11_5	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:10_0_7_6_2_4_3_8_11_5_1_9	mhg:2_7_11_8_2_11_5_3_6_8_8	2
mhg:6_2_3_5_0_11_7_9_8_1_4_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:4_10_6_2_3_5_0_11_7_9_8_1	mhg:5_11_2_8_11_7_2_1_8_8_6	10
mhg:6_2_3_5_0_11_7_9_8_1_4_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:8_1_4_10_6_2_3_5_0_11_7_9	mhg:2_8_11_7_2_1_8_8_6_3_5	8
mhg:6_2_3_5_0_11_7_9_8_1_4_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:0_11_7_9_8_1_4_10_6_2_3_5	mhg:1_4_10_1_7_9_6_4_4_11_10	4
mhg:6_2_3_5_0_11_7_9_8_1_4_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:5_0_11_7_9_8_1_4_10_6_2_3	mhg:1_8_8_6_3_5_11_2_8_11_7	3
mhg:6_2_3_5_0_11_7_9_8_1_4_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_3_5_0_11_7_9_8_1_4_10_6	mhg:1_2_7_11_8_2_11_5_3_6_8	1
mhg:6_2_3_5_0_11_7_9_8_1_4_10	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:3_5_0_11_7_9_8_1_4_10_6_2	mhg:2_7_11_8_2_11_5_3_6_8_8	2
mhg:10_4_7_0_11_1_9_8_3_5_6_2	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:7_0_11_1_9_8_3_5_6_2_10_4	mhg:5_11_2_8_11_7_2_1_8_8_6	2
mhg:10_4_7_0_11_1_9_8_3_5_6_2	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:11_1_9_8_3_5_6_2_10_4_7_0	mhg:2_8_11_7_2_1_8_8_6_3_5	4
mhg:10_4_7_0_11_1_9_8_3_5_6_2	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:3_5_6_2_10_4_7_0_11_1_9_8	mhg:1_4_10_1_7_9_6_4_4_11_10	8
mhg:10_4_7_0_11_1_9_8_3_5_6_2	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:5_6_2_10_4_7_0_11_1_9_8_3	mhg:1_8_8_6_3_5_11_2_8_11_7	9
mhg:10_4_7_0_11_1_9_8_3_5_6_2	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_10_4_7_0_11_1_9_8_3_5_6	mhg:1_2_7_11_8_2_11_5_3_6_8	11
mhg:10_4_7_0_11_1_9_8_3_5_6_2	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:6_2_10_4_7_0_11_1_9_8_3_5	mhg:2_7_11_8_2_11_5_3_6_8_8	10
mhg:8_4_5_7_2_1_9_11_10_3_6_0	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:6_0_8_4_5_7_2_1_9_11_10_3	mhg:5_11_2_8_11_7_2_1_8_8_6	10
mhg:8_4_5_7_2_1_9_11_10_3_6_0	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:10_3_6_0_8_4_5_7_2_1_9_11	mhg:2_8_11_7_2_1_8_8_6_3_5	8
mhg:8_4_5_7_2_1_9_11_10_3_6_0	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_1_9_11_10_3_6_0_8_4_5_7	mhg:1_4_10_1_7_9_6_4_4_11_10	4
mhg:8_4_5_7_2_1_9_11_10_3_6_0	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:7_2_1_9_11_10_3_6_0_8_4_5	mhg:1_8_8_6_3_5_11_2_8_11_7	3
mhg:8_4_5_7_2_1_9_11_10_3_6_0	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:4_5_7_2_1_9_11_10_3_6_0_8	mhg:1_2_7_11_8_2_11_5_3_6_8	1
mhg:8_4_5_7_2_1_9_11_10_3_6_0	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:5_7_2_1_9_11_10_3_6_0_8_4	mhg:2_7_11_8_2_11_5_3_6_8_8	2
mhg:1_5_4_2_7_8_0_10_11_6_3_9	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:3_9_1_5_4_2_7_8_0_10_11_6	mhg:5_11_2_8_11_7_2_1_8_8_6	10
mhg:1_5_4_2_7_8_0_10_11_6_3_9	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:11_6_3_9_1_5_4_2_7_8_0_10	mhg:2_8_11_7_2_1_8_8_6_3_5	8
mhg:1_5_4_2_7_8_0_10_11_6_3_9	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:7_8_0_10_11_6_3_9_1_5_4_2	mhg:1_4_10_1_7_9_6_4_4_11_10	4
mhg:1_5_4_2_7_8_0_10_11_6_3_9	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_7_8_0_10_11_6_3_9_1_5_4	mhg:1_8_8_6_3_5_11_2_8_11_7	3
mhg:1_5_4_2_7_8_0_10_11_6_3_9	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:5_4_2_7_8_0_10_11_6_3_9_1	mhg:1_2_7_11_8_2_11_5_3_6_8	1
mhg:1_5_4_2_7_8_0_10_11_6_3_9	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:4_2_7_8_0_10_11_6_3_9_1_5	mhg:2_7_11_8_2_11_5_3_6_8_8	2
mhg:8_0_11_9_2_3_7_5_6_1_10_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:10_4_8_0_11_9_2_3_7_5_6_1	mhg:5_11_2_8_11_7_2_1_8_8_6	10
mhg:8_0_11_9_2_3_7_5_6_1_10_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:6_1_10_4_8_0_11_9_2_3_7_5	mhg:2_8_11_7_2_1_8_8_6_3_5	8
mhg:8_0_11_9_2_3_7_5_6_1_10_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_3_7_5_6_1_10_4_8_0_11_9	mhg:1_4_10_1_7_9_6_4_4_11_10	4
mhg:8_0_11_9_2_3_7_5_6_1_10_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:9_2_3_7_5_6_1_10_4_8_0_11	mhg:1_8_8_6_3_5_11_2_8_11_7	3
mhg:8_0_11_9_2_3_7_5_6_1_10_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:0_11_9_2_3_7_5_6_1_10_4_8	mhg:1_2_7_11_8_2_11_5_3_6_8	1
mhg:8_0_11_9_2_3_7_5_6_1_10_4	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:11_9_2_3_7_5_6_1_10_4_8_0	mhg:2_7_11_8_2_11_5_3_6_8_8	2
mhg:10_2_1_11_4_5_9_7_8_3_0_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:0_6_10_2_1_11_4_5_9_7_8_3	mhg:5_11_2_8_11_7_2_1_8_8_6	10
mhg:10_2_1_11_4_5_9_7_8_3_0_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:8_3_0_6_10_2_1_11_4_5_9_7	mhg:2_8_11_7_2_1_8_8_6_3_5	8
mhg:10_2_1_11_4_5_9_7_8_3_0_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:4_5_9_7_8_3_0_6_10_2_1_11	mhg:1_4_10_1_7_9_6_4_4_11_10	4
mhg:10_2_1_11_4_5_9_7_8_3_0_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:11_4_5_9_7_8_3_0_6_10_2_1	mhg:1_8_8_6_3_5_11_2_8_11_7	3
mhg:10_2_1_11_4_5_9_7_8_3_0_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:2_1_11_4_5_9_7_8_3_0_6_10	mhg:1_2_7_11_8_2_11_5_3_6_8	1
mhg:10_2_1_11_4_5_9_7_8_3_0_6	mhg:4_11_10_5_1_4_10_1_7_9_6	mhg:1_11_4_5_9_7_8_3_0_6_10_2	mhg:2_7_11_8_2_11_5_3_6_8_8	2
mhg:3_8_7_9_5_4_11_1_2_10_6_0	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:7_9_5_4_11_1_2_10_6_0_3_8	mhg:2_8_11_7_2_1_8_8_6_3_5	2
mhg:3_8_7_9_5_4_11_1_2_10_6_0	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:11_1_2_10_6_0_3_8_7_9_5_4	mhg:1_4_10_1_7_9_6_4_4_11_10	6
mhg:3_8_7_9_5_4_11_1_2_10_6_0	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:1_2_10_6_0_3_8_7_9_5_4_11	mhg:1_8_8_6_3_5_11_2_8_11_7	7
mhg:3_8_7_9_5_4_11_1_2_10_6_0	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:10_6_0_3_8_7_9_5_4_11_1_2	mhg:1_2_7_11_8_2_11_5_3_6_8	9
mhg:3_8_7_9_5_4_11_1_2_10_6_0	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:2_10_6_0_3_8_7_9_5_4_11_1	mhg:2_7_11_8_2_11_5_3_6_8_8	8
mhg:1_7_3_11_0_2_9_8_4_6_5_10	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:5_10_1_7_3_11_0_2_9_8_4_6	mhg:2_8_11_7_2_1_8_8_6_3_5	10
mhg:1_7_3_11_0_2_9_8_4_6_5_10	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:9_8_4_6_5_10_1_7_3_11_0_2	mhg:1_4_10_1_7_9_6_4_4_11_10	6
mhg:1_7_3_11_0_2_9_8_4_6_5_10	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:2_9_8_4_6_5_10_1_7_3_11_0	mhg:1_8_8_6_3_5_11_2_8_11_7	5
mhg:1_7_3_11_0_2_9_8_4_6_5_10	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:11_0_2_9_8_4_6_5_10_1_7_3	mhg:1_2_7_11_8_2_11_5_3_6_8	3
mhg:1_7_3_11_0_2_9_8_4_6_5_10	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:0_2_9_8_4_6_5_10_1_7_3_11	mhg:2_7_11_8_2_11_5_3_6_8_8	4
mhg:9_2_1_3_11_10_5_7_8_4_0_6	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:1_3_11_10_5_7_8_4_0_6_9_2	mhg:2_8_11_7_2_1_8_8_6_3_5	2
mhg:9_2_1_3_11_10_5_7_8_4_0_6	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:5_7_8_4_0_6_9_2_1_3_11_10	mhg:1_4_10_1_7_9_6_4_4_11_10	6
mhg:9_2_1_3_11_10_5_7_8_4_0_6	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:7_8_4_0_6_9_2_1_3_11_10_5	mhg:1_8_8_6_3_5_11_2_8_11_7	7
mhg:9_2_1_3_11_10_5_7_8_4_0_6	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:4_0_6_9_2_1_3_11_10_5_7_8	mhg:1_2_7_11_8_2_11_5_3_6_8	9
mhg:9_2_1_3_11_10_5_7_8_4_0_6	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:8_4_0_6_9_2_1_3_11_10_5_7	mhg:2_7_11_8_2_11_5_3_6_8_8	8
mhg:9_4_5_3_7_8_1_11_10_2_6_0	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:5_3_7_8_1_11_10_2_6_0_9_4	mhg:2_8_11_7_2_1_8_8_6_3_5	2
mhg:9_4_5_3_7_8_1_11_10_2_6_0	mhg:5_11_2_8_11_7_2_1_8_8_6	mhg:1_11_10_2_6_0_9_4_5_3_7_8	mhg:1_4_10_1_7_9_6_4_4_11_10	6
